"ELECTION_DATE","ELECTION_NAME","CONTEST_ID","CONTEST_NAME","PRECINCT_NUMBER","WARD","CANDIDATE","PARTY","VOTES"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","19","5","ARKAN HAILE","NOP","1"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","19","5","JOSHUA LOPEZ","DEM","25"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","19","5","PATRICK MARA","REP","52"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","19","5","SEKOU BIDDLE","DEM","55"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","19","5","TOM BROWN","DEM","6"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","19","5","VINCENT ORANGE","DEM","97"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","19","5","WRITE-IN","NON","0"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","20","1","TOTAL REGISTERED VOTERS","","2224"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","20","1","TOTAL BALLOTS CAST","","100"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","20","1","ALAN PAGE","GRN","1"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","20","1","DOROTHY DOUGLAS","DEM","2"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","20","1","BRYAN WEAVER","DEM","9"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","20","1","ARKAN HAILE","NOP","1"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","20","1","JOSHUA LOPEZ","DEM","5"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","20","1","PATRICK MARA","REP","11"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","20","1","SEKOU BIDDLE","DEM","17"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","20","1","TOM BROWN","DEM","2"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","20","1","VINCENT ORANGE","DEM","48"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","20","1","WRITE-IN","NON","1"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","21","6","TOTAL REGISTERED VOTERS","","1956"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","21","6","TOTAL BALLOTS CAST","","183"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","21","6","ALAN PAGE","GRN","0"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","21","6","DOROTHY DOUGLAS","DEM","1"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","21","6","BRYAN WEAVER","DEM","44"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","21","6","ARKAN HAILE","NOP","0"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","21","6","JOSHUA LOPEZ","DEM","11"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","21","6","PATRICK MARA","REP","52"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","21","6","SEKOU BIDDLE","DEM","30"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","21","6","TOM BROWN","DEM","1"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","21","6","VINCENT ORANGE","DEM","43"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","21","6","WRITE-IN","NON","1"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","22","1","TOTAL REGISTERED VOTERS","","4416"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","22","1","TOTAL BALLOTS CAST","","548"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","22","1","ALAN PAGE","GRN","5"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","22","1","DOROTHY DOUGLAS","DEM","3"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","22","1","BRYAN WEAVER","DEM","183"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","22","1","ARKAN HAILE","NOP","1"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","22","1","JOSHUA LOPEZ","DEM","20"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","22","1","PATRICK MARA","REP","170"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","22","1","SEKOU BIDDLE","DEM","106"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","22","1","TOM BROWN","DEM","2"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","22","1","VINCENT ORANGE","DEM","56"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","22","1","WRITE-IN","NON","1"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","23","1","TOTAL REGISTERED VOTERS","","3214"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","23","1","TOTAL BALLOTS CAST","","287"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","23","1","ALAN PAGE","GRN","9"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","23","1","DOROTHY DOUGLAS","DEM","6"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","23","1","BRYAN WEAVER","DEM","96"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","23","1","ARKAN HAILE","NOP","1"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","23","1","JOSHUA LOPEZ","DEM","28"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","23","1","PATRICK MARA","REP","56"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","23","1","SEKOU BIDDLE","DEM","43"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","23","1","TOM BROWN","DEM","6"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","23","1","VINCENT ORANGE","DEM","39"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","23","1","WRITE-IN","NON","2"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","24","1","TOTAL REGISTERED VOTERS","","3330"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","24","1","TOTAL BALLOTS CAST","","403"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","24","1","ALAN PAGE","GRN","8"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","24","1","DOROTHY DOUGLAS","DEM","2"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","24","1","BRYAN WEAVER","DEM","174"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","24","1","ARKAN HAILE","NOP","1"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","24","1","JOSHUA LOPEZ","DEM","21"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","24","1","PATRICK MARA","REP","86"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","24","1","SEKOU BIDDLE","DEM","66"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","24","1","TOM BROWN","DEM","1"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","24","1","VINCENT ORANGE","DEM","44"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","24","1","WRITE-IN","NON","0"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","25","1","TOTAL REGISTERED VOTERS","","5464"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","25","1","TOTAL BALLOTS CAST","","893"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","25","1","ALAN PAGE","GRN","17"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","25","1","DOROTHY DOUGLAS","DEM","3"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","25","1","BRYAN WEAVER","DEM","360"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","25","1","ARKAN HAILE","NOP","0"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","25","1","JOSHUA LOPEZ","DEM","39"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","25","1","PATRICK MARA","REP","296"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","25","1","SEKOU BIDDLE","DEM","133"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","25","1","TOM BROWN","DEM","5"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","25","1","VINCENT ORANGE","DEM","38"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","25","1","WRITE-IN","NON","1"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","26","3","TOTAL REGISTERED VOTERS","","4123"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","26","3","TOTAL BALLOTS CAST","","507"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","26","3","ALAN PAGE","GRN","4"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","26","3","DOROTHY DOUGLAS","DEM","0"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","26","3","BRYAN WEAVER","DEM","100"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","26","3","ARKAN HAILE","NOP","1"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","26","3","JOSHUA LOPEZ","DEM","25"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","26","3","PATRICK MARA","REP","218"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","26","3","SEKOU BIDDLE","DEM","122"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","26","3","TOM BROWN","DEM","2"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","26","3","VINCENT ORANGE","DEM","31"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","26","3","WRITE-IN","NON","2"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","27","3","TOTAL REGISTERED VOTERS","","3371"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","27","3","TOTAL BALLOTS CAST","","504"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","27","3","ALAN PAGE","GRN","2"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","27","3","DOROTHY DOUGLAS","DEM","3"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","27","3","BRYAN WEAVER","DEM","74"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","27","3","ARKAN HAILE","NOP","1"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","27","3","JOSHUA LOPEZ","DEM","24"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","27","3","PATRICK MARA","REP","205"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","27","3","SEKOU BIDDLE","DEM","177"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","27","3","TOM BROWN","DEM","1"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","27","3","VINCENT ORANGE","DEM","16"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","27","3","WRITE-IN","NON","0"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","28","3","TOTAL REGISTERED VOTERS","","4311"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","28","3","TOTAL BALLOTS CAST","","601"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","28","3","ALAN PAGE","GRN","4"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","28","3","DOROTHY DOUGLAS","DEM","5"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","28","3","BRYAN WEAVER","DEM","67"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","28","3","ARKAN HAILE","NOP","1"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","28","3","JOSHUA LOPEZ","DEM","25"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","28","3","PATRICK MARA","REP","360"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","28","3","SEKOU BIDDLE","DEM","100"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","28","3","TOM BROWN","DEM","5"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","28","3","VINCENT ORANGE","DEM","31"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","28","3","WRITE-IN","NON","3"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","29","3","TOTAL REGISTERED VOTERS","","2230"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","29","3","TOTAL BALLOTS CAST","","278"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","29","3","ALAN PAGE","GRN","3"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","29","3","DOROTHY DOUGLAS","DEM","6"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","29","3","BRYAN WEAVER","DEM","35"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","29","3","ARKAN HAILE","NOP","1"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","29","3","JOSHUA LOPEZ","DEM","10"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","29","3","PATRICK MARA","REP","138"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","29","3","SEKOU BIDDLE","DEM","57"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","29","3","TOM BROWN","DEM","1"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","29","3","VINCENT ORANGE","DEM","26"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","29","3","WRITE-IN","NON","0"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","30","3","TOTAL REGISTERED VOTERS","","1976"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","30","3","TOTAL BALLOTS CAST","","430"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","30","3","ALAN PAGE","GRN","3"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","30","3","DOROTHY DOUGLAS","DEM","1"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","30","3","BRYAN WEAVER","DEM","49"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","30","3","ARKAN HAILE","NOP","0"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","30","3","JOSHUA LOPEZ","DEM","36"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","30","3","PATRICK MARA","REP","207"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","30","3","SEKOU BIDDLE","DEM","107"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","30","3","TOM BROWN","DEM","3"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","30","3","VINCENT ORANGE","DEM","23"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","30","3","WRITE-IN","NON","1"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","31","3","TOTAL REGISTERED VOTERS","","3560"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","31","3","TOTAL BALLOTS CAST","","635"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","31","3","ALAN PAGE","GRN","2"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","31","3","DOROTHY DOUGLAS","DEM","1"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","31","3","BRYAN WEAVER","DEM","103"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","31","3","ARKAN HAILE","NOP","1"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","31","3","JOSHUA LOPEZ","DEM","46"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","31","3","PATRICK MARA","REP","276"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","31","3","SEKOU BIDDLE","DEM","175"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","31","3","TOM BROWN","DEM","2"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","31","3","VINCENT ORANGE","DEM","27"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","31","3","WRITE-IN","NON","2"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","32","3","TOTAL REGISTERED VOTERS","","3877"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","32","3","TOTAL BALLOTS CAST","","635"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","32","3","ALAN PAGE","GRN","0"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","32","3","DOROTHY DOUGLAS","DEM","3"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","32","3","BRYAN WEAVER","DEM","71"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","32","3","ARKAN HAILE","NOP","2"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","32","3","JOSHUA LOPEZ","DEM","45"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","32","3","PATRICK MARA","REP","275"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","32","3","SEKOU BIDDLE","DEM","197"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","32","3","TOM BROWN","DEM","2"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","32","3","VINCENT ORANGE","DEM","37"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","32","3","WRITE-IN","NON","1"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","33","3","TOTAL REGISTERED VOTERS","","4139"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","33","3","TOTAL BALLOTS CAST","","660"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","33","3","ALAN PAGE","GRN","7"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","33","3","DOROTHY DOUGLAS","DEM","2"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","33","3","BRYAN WEAVER","DEM","73"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","33","3","ARKAN HAILE","NOP","0"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","33","3","JOSHUA LOPEZ","DEM","22"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","33","3","PATRICK MARA","REP","303"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","33","3","SEKOU BIDDLE","DEM","211"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","33","3","TOM BROWN","DEM","2"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","33","3","VINCENT ORANGE","DEM","38"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","33","3","WRITE-IN","NON","2"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","34","3","TOTAL REGISTERED VOTERS","","4956"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","34","3","TOTAL BALLOTS CAST","","616"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","34","3","ALAN PAGE","GRN","9"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","34","3","DOROTHY DOUGLAS","DEM","3"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","34","3","BRYAN WEAVER","DEM","112"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","34","3","ARKAN HAILE","NOP","3"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","34","3","JOSHUA LOPEZ","DEM","33"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","34","3","PATRICK MARA","REP","256"
